node_id,node_x,node_y,from_segment_id,to_segment_id,from_original_edge_id,to_original_edge_id,from_fclass,to_fclass,from_name,to_name,from_ref,to_ref,from_bridge,to_bridge,from_tunnel,to_tunnel,from_layer,to_layer,turn_angle_deg,same_nonempty_name_or_ref,review_decision,formal_graph_repaired
55834,672117.459,3529978.663,300178536_000008,1056927533_000001,300178536,1056927533,unclassified,footway,,,,,False,False,False,False,0.0,-1.0,89.580862427359,False,suspicious_grade_jump,False
56283,668947.324,3552134.773,302177873_000009,560641880_000001,302177873,560641880,cycleway,steps,人行道,黄家圩公交站台,,,False,False,False,True,0.0,0.0,172.54273887296242,False,suspicious_grade_jump,False
56283,668947.324,3552134.773,302177873_000010,560641880_000002,302177873,560641880,cycleway,steps,人行道,黄家圩公交站台,,,False,False,False,True,0.0,0.0,154.3090824245347,False,suspicious_grade_jump,False
56313,668844.187,3552094.247,302177969_000012,312363533_000001,302177969,312363533,cycleway,steps,人行道,黄家圩路西(红山南路南),,,False,False,False,True,0.0,0.0,173.35513372508075,False,suspicious_grade_jump,False
57783,670065.366,3549954.708,308847874_000001,405950230_000004,308847874,405950230,service,footway,,环湖路,,,True,False,False,False,0.0,0.0,93.21790480464512,False,suspicious_grade_jump,False
57783,670065.366,3549954.708,308847874_000001,405950230_000005,308847874,405950230,service,footway,,环湖路,,,True,False,False,False,0.0,0.0,86.77367734424595,False,suspicious_grade_jump,False
58110,668873.402,3552085.416,312363529_000001,560641879_000001,312363529,560641879,steps,steps,黄家圩路西(红山南路南),,,,False,False,True,True,0.0,-1.0,93.57609301394228,False,suspicious_grade_jump,False
58114,668872.257,3552066.223,312363529_000004,1052086654_000005,312363529,1052086654,steps,cycleway,黄家圩路西(红山南路南),,,,False,False,True,False,0.0,0.0,140.62724470353564,False,suspicious_grade_jump,False
58120,668945.471,3552124.141,312363531_000001,560641880_000001,312363531,560641880,steps,steps,,黄家圩公交站台,,,False,False,True,True,-1.0,0.0,78.10327575383128,False,suspicious_grade_jump,False
58120,668945.471,3552124.141,365475519_000001,560641880_000001,365475519,560641880,steps,steps,黄家圩路东(红山南路北),黄家圩公交站台,,,False,False,True,True,-1.0,0.0,106.20477493326075,False,suspicious_grade_jump,False
58123,668890.496,3552123.106,312363532_000002,579768509_000005,312363532,579768509,steps,steps,黄家圩路西(红山南路北),超市,,,False,False,True,True,-1.0,0.0,76.74361386684626,False,suspicious_grade_jump,False
